,width,height,file_name,license,flickr_url,coco_url,date_captured,category_id,area,bbox,iscrowd,id
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,7,56487.12,"[746.7, 167.6, 223.8, 252.4]",0,57
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,7,17687.12,"[0.0, 0.0, 111.1, 159.2]",0,58
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,6,14725.8,"[59.3, 0.0, 181.8, 81.0]",0,59
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,7,86417.16,"[629.2, 24.9, 341.3, 253.2]",0,60
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,1,13110.51,"[0.0, 159.5, 104.3, 125.7]",0,61
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,1,105259.7,"[0.0, 473.4, 301.0, 349.7]",0,62
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,1,60018.75,"[0.0, 266.9, 247.5, 242.5]",0,63
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,7,602870.0,"[72.5, 112.0, 835.0, 722.0]",0,64
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,1,2338.92,"[485.2, 173.2, 65.7, 35.6]",0,65
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,3,22196.76,"[325.1, 457.7, 169.7, 130.8]",0,66
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,5,62352.12,"[484.6, 145.8, 226.9, 274.8]",0,67
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,5,47748.0,"[572.6, 538.9, 276.0, 173.0]",0,68
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,5,35448.7,"[136.1, 355.0, 311.5, 113.8]",0,69
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,5,68433.5,"[459.2, 335.2, 329.8, 207.5]",0,70
13,1024,1024,train/0013.jpg,0,NaN,NaN,2020-12-31 23:57:47,5,40667.06,"[611.2, 450.0, 244.1, 166.6]",0,71
14,1024,1024,train/0014.jpg,0,NaN,NaN,2020-12-24 15:56:48,9,186197.9,"[586.4, 194.4, 288.5, 645.4]",0,72
14,1024,1024,train/0014.jpg,0,NaN,NaN,2020-12-24 15:56:48,9,197977.44,"[158.5, 260.7, 332.4, 595.6]",0,73
14,1024,1024,train/0014.jpg,0,NaN,NaN,2020-12-24 15:56:48,7,57957.5,"[118.9, 0.0, 239.0, 242.5]",0,74
14,1024,1024,train/0014.jpg,0,NaN,NaN,2020-12-24 15:56:48,9,40297.99,"[175.7, 97.9, 171.7, 234.7]",0,75
14,1024,1024,train/0014.jpg,0,NaN,NaN,2020-12-24 15:56:48,3,5270.52,"[909.2, 929.9, 66.8, 78.9]",0,76
15,1024,1024,train/0015.jpg,0,NaN,NaN,2021-03-31 15:55:12,6,4887.96,"[844.2, 499.5, 48.3, 101.2]",0,77
15,1024,1024,train/0015.jpg,0,NaN,NaN,2021-03-31 15:55:12,3,138850.34,"[423.9, 390.4, 424.1, 327.4]",0,78
15,1024,1024,train/0015.jpg,0,NaN,NaN,2021-03-31 15:55:12,6,5897.64,"[885.6, 577.0, 71.4, 82.6]",0,79
16,1024,1024,train/0016.jpg,0,NaN,NaN,2020-12-29 15:27:59,6,348151.91,"[306.8, 178.8, 569.9, 610.9]",0,80
17,1024,1024,train/0017.jpg,0,NaN,NaN,2021-04-27 10:34:39,0,305691.87,"[238.5, 273.7, 502.7, 608.1]",0,81
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,6,35072.1,"[321.7, 504.4, 556.7, 63.0]",0,82
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,6,44261.98,"[341.7, 471.1, 541.1, 81.8]",0,83
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,6,113387.5,"[320.0, 348.4, 587.5, 193.0]",0,84
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,6,68328.14,"[368.8, 231.6, 422.3, 161.8]",0,85
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,7,102801.65,"[309.5, 474.7, 350.5, 293.3]",0,86
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,6,51485.06,"[370.5, 166.6, 429.4, 119.9]",0,87
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,7,186956.7,"[0.0, 511.0, 490.7, 381.0]",0,88
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,6,253722.28,"[440.6, 529.5, 513.4, 494.2]",0,89
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,7,80656.14,"[361.7, 257.0, 305.4, 264.1]",0,90
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,7,47459.16,"[447.0, 65.8, 305.4, 155.4]",0,91
18,1024,1024,train/0018.jpg,0,NaN,NaN,2021-01-01 18:54:37,3,2771.2,"[737.2, 336.8, 43.3, 64.0]",0,92
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,2,3545.24,"[12.2, 508.2, 67.4, 52.6]",0,93
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,7,73664.64,"[580.1, 0.8, 352.8, 208.8]",0,94
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,7,33360.96,"[0.0, 0.0, 224.2, 148.8]",0,95
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,7,115807.72,"[164.2, 0.0, 540.4, 214.3]",0,96
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,7,188033.6,"[0.0, 95.5, 446.0, 421.6]",0,97
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,7,173482.56,"[0.0, 321.5, 465.6, 372.6]",0,98
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,0,2472.92,"[965.1, 385.0, 58.6, 42.2]",0,99
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,3,2171.6,"[224.2, 346.7, 61.0, 35.6]",0,100
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,1,4783.62,"[262.1, 355.6, 130.7, 36.6]",0,101
19,1024,1024,train/0019.jpg,0,NaN,NaN,2021-01-04 14:33:19,7,535229.24,"[377.6, 104.6, 646.1, 828.4]",0,102
20,1024,1024,train/0020.jpg,0,NaN,NaN,2020-12-27 15:31:27,7,117079.82,"[254.3, 276.6, 371.8, 314.9]",0,103
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,220027.64,"[547.8, 0.0, 458.2, 480.2]",0,104
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,68546.24,"[256.8, 0.0, 301.7, 227.2]",0,105
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,69169.8,"[581.3, 194.7, 180.6, 383.0]",0,106
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,30169.76,"[439.6, 130.4, 154.4, 195.4]",0,107
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,40717.0,"[290.8, 158.1, 190.0, 214.3]",0,108
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,83030.25,"[290.3, 213.3, 223.5, 371.5]",0,109
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,31273.2,"[476.2, 266.2, 126.0, 248.2]",0,110
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,45219.9,"[492.4, 507.9, 193.0, 234.3]",0,111
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,77888.58,"[283.2, 497.4, 219.9, 354.2]",0,112
21,1024,1024,train/0021.jpg,0,NaN,NaN,2020-12-29 16:04:08,7,8881.83,"[295.4, 119.2, 74.7, 118.9]",0,113
22,1024,1024,train/0022.jpg,0,NaN,NaN,2020-12-22 16:05:28,3,48510.0,"[458.5, 7.4, 176.4, 275.0]",0,114
22,1024,1024,train/0022.jpg,0,NaN,NaN,2020-12-22 16:05:28,3,240330.24,"[59.3, 631.9, 820.8, 292.8]",0,115
23,1024,1024,train/0023.jpg,0,NaN,NaN,2020-12-27 17:33:55,0,342823.66,"[233.7, 341.0, 711.4, 481.9]",0,116
24,1024,1024,train/0024.jpg,0,NaN,NaN,2020-12-31 15:05:02,0,176296.5,"[381.3, 311.6, 405.0, 435.3]",0,117
25,1024,1024,train/0025.jpg,0,NaN,NaN,2020-12-26 10:14:12,0,143371.8,"[280.0, 276.6, 429.0, 334.2]",0,118
26,1024,1024,train/0026.jpg,0,NaN,NaN,2020-12-30 21:19:54,9,210595.0,"[153.4, 219.1, 273.5, 770.0]",0,119
26,1024,1024,train/0026.jpg,0,NaN,NaN,2020-12-30 21:19:54,9,196047.9,"[406.3, 284.1, 274.5, 714.2]",0,120
27,1024,1024,train/0027.jpg,0,NaN,NaN,2020-12-25 17:30:57,0,145376.1,"[816.8, 96.2, 207.0, 702.3]",0,121
27,1024,1024,train/0027.jpg,0,NaN,NaN,2020-12-25 17:30:57,0,253580.16,"[272.3, 375.5, 731.2, 346.8]",0,122
27,1024,1024,train/0027.jpg,0,NaN,NaN,2020-12-25 17:30:57,5,107428.64,"[331.2, 418.9, 272.8, 393.8]",0,123
28,1024,1024,train/0028.jpg,0,NaN,NaN,2021-04-01 15:37:26,0,4255.09,"[516.1, 631.2, 68.3, 62.3]",0,124
28,1024,1024,train/0028.jpg,0,NaN,NaN,2021-04-01 15:37:26,2,81884.11,"[483.0, 248.2, 212.3, 385.7]",0,125
28,1024,1024,train/0028.jpg,0,NaN,NaN,2021-04-01 15:37:26,5,17509.94,"[328.6, 244.1, 126.7, 138.2]",0,126
28,1024,1024,train/0028.jpg,0,NaN,NaN,2021-04-01 15:37:26,0,36600.08,"[175.7, 672.5, 437.8, 83.6]",0,127
29,1024,1024,train/0029.jpg,0,NaN,NaN,2021-01-02 16:11:38,4,193631.76,"[130.0, 586.8, 522.2, 370.8]",0,128
29,1024,1024,train/0029.jpg,0,NaN,NaN,2021-01-02 16:11:38,0,5178.8,"[399.6, 222.5, 48.4, 107.0]",0,129
29,1024,1024,train/0029.jpg,0,NaN,NaN,2021-01-02 16:11:38,4,98600.08,"[171.7, 309.8, 377.2, 261.4]",0,130
29,1024,1024,train/0029.jpg,0,NaN,NaN,2021-01-02 16:11:38,0,262287.69,"[0.0, 3.7, 553.7, 473.7]",0,131
29,1024,1024,train/0029.jpg,0,NaN,NaN,2021-01-02 16:11:38,0,80547.72,"[427.3, 6.4, 263.4, 305.8]",0,132
30,1024,1024,train/0030.jpg,0,NaN,NaN,2021-01-03 16:04:57,0,366753.8,"[125.0, 219.9, 760.9, 482.0]",0,133
31,1024,1024,train/0031.jpg,0,NaN,NaN,2020-12-31 19:46:03,0,257499.2,"[389.3, 0.0, 464.8, 554.0]",0,134
31,1024,1024,train/0031.jpg,0,NaN,NaN,2020-12-31 19:46:03,3,117241.94,"[359.6, 445.3, 358.1, 327.4]",0,135
31,1024,1024,train/0031.jpg,0,NaN,NaN,2020-12-31 19:46:03,0,23266.88,"[748.7, 159.5, 131.6, 176.8]",0,136
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,6,5875.76,"[762.6, 398.5, 48.4, 121.4]",0,137
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,0,1044.2,"[781.2, 471.4, 22.7, 46.0]",0,138
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,7,164631.08,"[332.9, 145.8, 638.6, 257.8]",0,139
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,3,1884.68,"[441.6, 186.9, 50.8, 37.1]",0,140
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,3,1175.76,"[95.8, 262.3, 55.2, 21.3]",0,141
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,7,9606.84,"[158.1, 470.6, 71.8, 133.8]",0,142
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,7,149484.9,"[149.7, 658.0, 650.5, 229.8]",0,143
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,7,1756.86,"[750.1, 735.0, 62.3, 28.2]",0,144
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,5,28801.0,"[753.4, 551.9, 138.8, 207.5]",0,145
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,0,1296.3,"[819.8, 640.8, 44.7, 29.0]",0,146
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,0,1050.42,"[838.1, 616.1, 42.7, 24.6]",0,147
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,0,5383.08,"[866.2, 594.0, 68.4, 78.7]",0,148
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,7,255760.02,"[207.2, 509.0, 681.3, 375.4]",0,149
32,1024,1024,train/0032.jpg,0,NaN,NaN,2021-04-27 10:37:56,7,476226.96,"[118.5, 220.7, 784.3, 607.2]",0,150
33,1024,1024,train/0033.jpg,0,NaN,NaN,2020-12-24 11:17:25,9,101176.92,"[301.0, 199.1, 202.8, 498.9]",0,151
33,1024,1024,train/0033.jpg,0,NaN,NaN,2020-12-24 11:17:25,9,111109.44,"[431.7, 212.2, 226.2, 491.2]",0,152
34,1024,1024,train/0034.jpg,0,NaN,NaN,2021-01-09 15:26:25,7,357343.98,"[214.0, 168.6, 583.8, 612.1]",0,153
35,1024,1024,train/0035.jpg,0,NaN,NaN,2021-01-02 13:38:51,2,142263.69,"[369.8, 399.7, 346.9, 410.1]",0,154
36,1024,1024,train/0036.jpg,0,NaN,NaN,2020-12-25 17:32:05,1,7804.8,"[135.1, 820.5, 96.0, 81.3]",0,155
36,1024,1024,train/0036.jpg,0,NaN,NaN,2020-12-25 17:32:05,7,10972.19,"[469.6, 804.2, 123.7, 88.7]",0,156
36,1024,1024,train/0036.jpg,0,NaN,NaN,2020-12-25 17:32:05,7,8251.47,"[816.0, 806.3, 150.3, 54.9]",0,157
37,1024,1024,train/0037.jpg,0,NaN,NaN,2021-04-28 23:11:59,0,223585.92,"[282.1, 313.7, 544.8, 410.4]",0,158
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,5,1972.0,"[146.3, 246.6, 40.0, 49.3]",0,159
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,34184.52,"[170.7, 158.7, 242.1, 141.2]",0,160
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,52635.59,"[352.8, 187.7, 272.3, 193.3]",0,161
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,62924.64,"[114.5, 259.0, 311.2, 202.2]",0,162
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,1,2025.38,"[423.6, 213.8, 51.8, 39.1]",0,163
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,17232.18,"[442.2, 150.1, 186.9, 92.2]",0,164
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,5,2457.51,"[340.7, 283.4, 67.7, 36.3]",0,165
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,5,4613.62,"[397.9, 179.8, 62.6, 73.7]",0,166
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,69199.56,"[138.8, 334.2, 273.3, 253.2]",0,167
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,54658.8,"[88.4, 440.4, 289.2, 189.0]",0,168
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,165085.5,"[386.0, 298.7, 392.5, 420.6]",0,169
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,181644.98,"[497.4, 532.8, 411.8, 441.1]",0,170
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,7,4271.4,"[534.7, 197.6, 94.5, 45.2]",0,171
38,1024,1024,train/0038.jpg,0,NaN,NaN,2021-01-04 11:20:49,5,1590.45,"[265.1, 269.7, 46.1, 34.5]",0,172
39,1024,1024,train/0039.jpg,0,NaN,NaN,2021-01-08 16:03:23,2,60703.45,"[258.9, 454.9, 312.1, 194.5]",0,173
40,1024,1024,train/0040.jpg,0,NaN,NaN,2020-12-27 16:36:24,0,106768.83,"[360.6, 334.2, 272.3, 392.1]",0,174
41,1024,1024,train/0041.jpg,0,NaN,NaN,2021-01-04 13:49:35,0,107125.1,"[464.3, 0.0, 559.4, 191.5]",0,175
41,1024,1024,train/0041.jpg,0,NaN,NaN,2021-01-04 13:49:35,7,14079.16,"[489.3, 0.0, 104.6, 134.6]",0,176
41,1024,1024,train/0041.jpg,0,NaN,NaN,2021-01-04 13:49:35,0,58985.2,"[370.8, 462.5, 308.5, 191.2]",0,177
41,1024,1024,train/0041.jpg,0,NaN,NaN,2021-01-04 13:49:35,6,85566.52,"[0.0, 0.0, 306.8, 278.9]",0,178
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,5,1090.4,"[770.3, 421.9, 29.0, 37.6]",0,179
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,2,1604.0,"[913.8, 774.8, 40.1, 40.0]",0,180
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,7,5191.0,"[740.6, 451.7, 71.6, 72.5]",0,181
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,0,789.37,"[750.7, 479.8, 40.9, 19.3]",0,182
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,7,72329.04,"[705.0, 490.7, 266.7, 271.2]",0,183
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,6,16796.15,"[580.8, 410.1, 129.5, 129.7]",0,184
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,5,3747.36,"[32.8, 629.5, 59.2, 63.3]",0,185
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,7,18546.32,"[331.7, 285.8, 104.9, 176.8]",0,186
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,7,13602.4,"[509.2, 305.8, 98.0, 138.8]",0,187
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,1,10079.52,"[328.6, 878.4, 99.6, 101.2]",0,188
42,1024,1024,train/0042.jpg,0,NaN,NaN,2021-01-03 13:30:10,7,33875.52,"[401.5, 311.2, 149.1, 227.2]",0,189
